"course_id"	"course_name"	"subject_bucket"	"course_session_id"	"session_order"	"session_title"	"pdf_count"	"sample_pdf"	"question_count"	"active_question_count"
"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"MATH"	"944"	"11"	"Chapter 11: Compound Interest"	"1"	"11_compound_interest.pdf"	"0"	"0"
"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"MATH"	"945"	"12"	"Chapter 12: Direct and Inverse Proportions"	"1"	"12_direct_and_inverse_proportions.pdf"	"0"	"0"
"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"MATH"	"946"	"13"	"Chapter 13: Time and Work"	"1"	"13_time_and_work.pdf"	"0"	"0"
"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"MATH"	"947"	"14"	"Chapter 14: Polygons"	"1"	"14_polygons.pdf"	"0"	"0"
"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"MATH"	"948"	"15"	"Chapter 15: Quadrilaterals"	"1"	"15_quadrilaterals.pdf"	"0"	"0"
"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"MATH"	"949"	"16"	"Chapter 16: Parallelograms"	"1"	"16_parallelograms.pdf"	"0"	"0"
"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"MATH"	"950"	"17"	"Chapter 17: Construction of Quadrilaterals"	"1"	"17_construction_of_quadrilaterals.pdf"	"0"	"0"
"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"MATH"	"951"	"18"	"Chapter 18: Area of a Trapezium and a Polygon"	"1"	"18_area_of_a_trapezium_and_a_polygon.pdf"	"0"	"0"
"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"MATH"	"952"	"19"	"Chapter 19: Three-Dimensional Figures"	"1"	"19_three_dimensional_figures.pdf"	"0"	"0"
"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"MATH"	"953"	"20"	"Chapter 20: Volume and Surface Area of Solids"	"1"	"20_volume_and_surface_area_of_solids.pdf"	"0"	"0"
"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"MATH"	"954"	"21"	"Chapter 21: Data Handling"	"1"	"21_data_handling.pdf"	"0"	"0"
"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"MATH"	"955"	"22"	"Chapter 22: Introduction to Coordinate Geometry"	"1"	"22_introduction_to_coordinate_geometry.pdf"	"0"	"0"
"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"MATH"	"956"	"23"	"Chapter 23: Line Graphs and Linear Graphs"	"1"	"23_line_graphs_and_linear_graphs.pdf"	"0"	"0"
"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"MATH"	"957"	"24"	"Chapter 24: Pie Charts"	"1"	"24_pie_charts.pdf"	"0"	"0"
"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"MATH"	"958"	"25"	"Chapter 25: Probability"	"1"	"25_probability.pdf"	"0"	"0"
"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"MATH"	"959"	"26"	"Chapter 26: Activities"	"1"	"26_activities.pdf"	"0"	"0"
"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"MATH"	"1848"	"27"	"Miscellaneous Session"	"1"	"miscellaneous_session.pdf"	"0"	"0"
"66"	"ICSE Mathematics Grade 5 - Exam Prep"	"MATH"	"1131"	"1"	"Chapter 1: Roman Numerals"	"1"	"1_roman_numerals.pdf"	"0"	"0"
"66"	"ICSE Mathematics Grade 5 - Exam Prep"	"MATH"	"1132"	"2"	"Chapter 2: Large Numbers"	"1"	"2_large_numbers.pdf"	"0"	"0"
"66"	"ICSE Mathematics Grade 5 - Exam Prep"	"MATH"	"1133"	"3"	"Chapter 3: Operations on Large Numbers"	"1"	"3_operations_on_large_numbers.pdf"	"0"	"0"
"66"	"ICSE Mathematics Grade 5 - Exam Prep"	"MATH"	"1134"	"4"	"Chapter 4: Fractions"	"1"	"4_fractions.pdf"	"0"	"0"
"66"	"ICSE Mathematics Grade 5 - Exam Prep"	"MATH"	"1135"	"5"	"Chapter 5: Decimals"	"1"	"5_decimals.pdf"	"0"	"0"
"66"	"ICSE Mathematics Grade 5 - Exam Prep"	"MATH"	"1136"	"6"	"Chapter 6: Integers"	"1"	"6_integers.pdf"	"0"	"0"
"66"	"ICSE Mathematics Grade 5 - Exam Prep"	"MATH"	"1137"	"7"	"Chapter 7: HCF and LCM"	"1"	"7_hcf_and_lcm.pdf"	"0"	"0"
"66"	"ICSE Mathematics Grade 5 - Exam Prep"	"MATH"	"1138"	"8"	"Chapter 8: Angles and Triangles"	"1"	"8_angles_and_triangles.pdf"	"0"	"0"
"66"	"ICSE Mathematics Grade 5 - Exam Prep"	"MATH"	"1139"	"9"	"Chapter 9: Symmetry and Nets"	"1"	"9_symmetry_and_nets.pdf"	"0"	"0"
"66"	"ICSE Mathematics Grade 5 - Exam Prep"	"MATH"	"1140"	"10"	"Chapter 10: Measurement - Length, Mass and Capacity"	"1"	"10_measurement_length_mass_capacity.pdf"	"0"	"0"
"66"	"ICSE Mathematics Grade 5 - Exam Prep"	"MATH"	"1141"	"11"	"Chapter 11: Perimeter and Area"	"1"	"11_perimeter_and_area.pdf"	"0"	"0"
"68"	"CBSE Grade 6 Math Divine"	"MATH"	"988"	"1"	"Chapter 1: Patterns in Mathematics"	"2"	"1_patterns_in_mathematics.pdf"	"0"	"0"
"68"	"CBSE Grade 6 Math Divine"	"MATH"	"1156"	"2"	"Chapter 2: Lines and Angles"	"1"	"2_lines_and_angles.pdf"	"0"	"0"
"68"	"CBSE Grade 6 Math Divine"	"MATH"	"1157"	"3"	"Chapter 3: Number Play"	"7"	"3_number_play.pdf"	"0"	"0"
"68"	"CBSE Grade 6 Math Divine"	"MATH"	"1158"	"4"	"Chapter 4: Data Handling and Presentation"	"5"	"4_data_handling_and_presentation.pdf"	"0"	"0"
"68"	"CBSE Grade 6 Math Divine"	"MATH"	"992"	"5"	"Chapter 5: Prime Time"	"2"	"5_data_handling_and_presentation.pdf"	"0"	"0"
"68"	"CBSE Grade 6 Math Divine"	"MATH"	"1159"	"6"	"Chapter 6: Perimeter and Area"	"1"	"6_perimeter_and_area.pdf"	"0"	"0"
"68"	"CBSE Grade 6 Math Divine"	"MATH"	"1160"	"7"	"Chapter 7: Fractions"	"1"	"7_fractions.pdf"	"0"	"0"
"68"	"CBSE Grade 6 Math Divine"	"MATH"	"1161"	"8"	"Chapter 8: Playing with Constructions"	"1"	"8_playing_with_constructions.pdf"	"0"	"0"
"68"	"CBSE Grade 6 Math Divine"	"MATH"	"1162"	"9"	"Chapter 9: Symmetry"	"1"	"9_symmetry.pdf"	"0"	"0"
"74"	"Grade 6 CBSE New Enjoying Mathematics"	"MATH"	"1086"	"1"	"Chapter 1: Numbers"	"1"	"1_numbers.pdf"	"0"	"0"
"74"	"Grade 6 CBSE New Enjoying Mathematics"	"MATH"	"1087"	"2"	"Chapter 2: Playing with Numbers"	"1"	"2_playing_with_numbers.pdf"	"0"	"0"
"74"	"Grade 6 CBSE New Enjoying Mathematics"	"MATH"	"1088"	"3"	"Chapter 3: HCF and LCM"	"1"	"3_hcf_and_lcm.pdf"	"0"	"0"
"74"	"Grade 6 CBSE New Enjoying Mathematics"	"MATH"	"1089"	"4"	"Chapter 4: Whole Numbers"	"1"	"4_whole_numbers.pdf"	"0"	"0"
"74"	"Grade 6 CBSE New Enjoying Mathematics"	"MATH"	"1090"	"5"	"Chapter 5: Integers"	"1"	"5_integers.pdf"	"0"	"0"
"74"	"Grade 6 CBSE New Enjoying Mathematics"	"MATH"	"1091"	"6"	"Chapter 6: Fractions"	"1"	"6_fractions.pdf"	"0"	"0"
"74"	"Grade 6 CBSE New Enjoying Mathematics"	"MATH"	"1092"	"7"	"Chapter 7: Decimals"	"1"	"7_decimals.pdf"	"0"	"0"
"74"	"Grade 6 CBSE New Enjoying Mathematics"	"MATH"	"1093"	"8"	"Chapter 8: Introduction to Algebra"	"1"	"8_introduction_to_algebra.pdf"	"0"	"0"
"74"	"Grade 6 CBSE New Enjoying Mathematics"	"MATH"	"1094"	"9"	"Chapter 9: Algebraic Equations"	"1"	"9_algebraic_equations.pdf"	"0"	"0"
"74"	"Grade 6 CBSE New Enjoying Mathematics"	"MATH"	"1095"	"10"	"Chapter 10: Ratio and Proportion"	"1"	"10_ratio_and_proportion.pdf"	"0"	"0"
"74"	"Grade 6 CBSE New Enjoying Mathematics"	"MATH"	"1096"	"11"	"Chapter 11: Basic Geometrical Ideas"	"1"	"11_basic_geometrical_ideas.pdf"	"0"	"0"
"74"	"Grade 6 CBSE New Enjoying Mathematics"	"MATH"	"1097"	"12"	"Chapter 12: Understanding Elementary Shapes"	"1"	"12_understanding_elementary_shapes.pdf"	"0"	"0"
"74"	"Grade 6 CBSE New Enjoying Mathematics"	"MATH"	"1098"	"13"	"Chapter 13: Three-Dimensional Shapes"	"1"	"13_three_dimensional_shapes.pdf"	"0"	"0"
"74"	"Grade 6 CBSE New Enjoying Mathematics"	"MATH"	"1099"	"14"	"Chapter 14: Constructions"	"1"	"14_constructions.pdf"	"0"	"0"
"74"	"Grade 6 CBSE New Enjoying Mathematics"	"MATH"	"1100"	"15"	"Chapter 15: Symmetry"	"1"	"15_symmetry.pdf"	"0"	"0"
"74"	"Grade 6 CBSE New Enjoying Mathematics"	"MATH"	"1101"	"16"	"Chapter 16: Perimeter and Area"	"1"	"16_perimeter_and_area.pdf"	"0"	"0"
"74"	"Grade 6 CBSE New Enjoying Mathematics"	"MATH"	"1102"	"17"	"Chapter 17: Data Handling"	"1"	"17_data_handling.pdf"	"0"	"0"
"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"MATH"	"1975"	"1"	"Chapter 1: Integers"	"1"	"01_integers.pdf"	"0"	"0"
"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"MATH"	"1976"	"2"	"Chapter 2: Fractions"	"1"	"02_fractions.pdf"	"0"	"0"
"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"MATH"	"1977"	"3"	"Chapter 3: Decimals"	"1"	"03_decimals.pdf"	"0"	"0"
"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"MATH"	"1978"	"4"	"Chapter 4: Rational Numbers"	"1"	"04_rational_numbers.pdf"	"0"	"0"
"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"MATH"	"1979"	"5"	"Chapter 5: Exponents"	"1"	"05_exponents.pdf"	"0"	"0"
"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"MATH"	"1980"	"6"	"Chapter 6: Algebraic Expressions"	"1"	"06_algebraic_expressions.pdf"	"0"	"0"
"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"MATH"	"1981"	"7"	"Chapter 7: Linear Equations in One Variable"	"1"	"07_linear_equations_one_variable.pdf"	"0"	"0"
"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"MATH"	"1982"	"8"	"Chapter 8: Ratio and Proportion"	"1"	"08_ratio_and_proportion.pdf"	"0"	"0"
"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"MATH"	"1983"	"9"	"Chapter 9: Unitary Method"	"1"	"09_unitary_method.pdf"	"0"	"0"
"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"MATH"	"1984"	"10"	"Chapter 10: Percentage"	"1"	"10_percentage.pdf"	"0"	"0"
"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"MATH"	"1985"	"11"	"Chapter 11: Profit and Loss"	"1"	"11_profit_and_loss.pdf"	"0"	"0"
"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"MATH"	"1986"	"12"	"Chapter 12: Simple Interest"	"1"	"12_simple_interest.pdf"	"0"	"0"
"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"MATH"	"1987"	"13"	"Chapter 13: Lines and Angles"	"1"	"13_lines_and_angles.pdf"	"0"	"0"
"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"MATH"	"1988"	"14"	"Chapter 14: Properties of Parallel Lines"	"1"	"14_properties_of_parallel_lines.pdf"	"0"	"0"
"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"MATH"	"1989"	"15"	"Chapter 15: Properties of Triangles"	"1"	"15_properties_of_triangles.pdf"	"0"	"0"
"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"MATH"	"1990"	"16"	"Chapter 16: Congruence"	"1"	"16_congruence.pdf"	"0"	"0"
"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"MATH"	"1991"	"17"	"Chapter 17: Constructions"	"1"	"17_constructions.pdf"	"0"	"0"
"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"MATH"	"1992"	"18"	"Chapter 18: Reflection and Rotational Symmetry"	"1"	"18_reflection_and_rotational_symmetry.pdf"	"0"	"0"
"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"MATH"	"1993"	"19"	"Chapter 19: Three-Dimensional Shapes"	"1"	"19_three_dimensional_shapes.pdf"	"0"	"0"
"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"MATH"	"1994"	"20"	"Chapter 20: Mensuration"	"1"	"20_mensuration.pdf"	"0"	"0"
"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"MATH"	"1995"	"21"	"Chapter 21: Collection and Organisation of Data (Mean, Median and Mode)"	"1"	"21_collection_and_organisation_of_data.pdf"	"0"	"0"
"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"MATH"	"1996"	"22"	"Chapter 22: Bar Graphs"	"1"	"22_bar_graphs.pdf"	"0"	"0"
"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"MATH"	"1997"	"23"	"Chapter 23: Probability"	"1"	"23_probability.pdf"	"0"	"0"
"154"	"Concise Math Grade 10 - Exam Prep (ICSE)"	"MATH"	"2048"	"1"	"Chapter 1: Value Added Tax"	"1"	"chapter-1-value-added-tax.pdf"	"0"	"0"
"154"	"Concise Math Grade 10 - Exam Prep (ICSE)"	"MATH"	"2049"	"2"	"Chapter 2: Banking (Recurring Deposit Account)"	"1"	"chapter-2-banking-recurring-deposit-account.pdf"	"0"	"0"
"154"	"Concise Math Grade 10 - Exam Prep (ICSE)"	"MATH"	"2050"	"3"	"Chapter 3: Shares and Dividend"	"1"	"chapter-3-shares-and-dividend.pdf"	"0"	"0"
"154"	"Concise Math Grade 10 - Exam Prep (ICSE)"	"MATH"	"2051"	"4"	"Chapter 4: Linear Inequalities"	"1"	"chapter-4-linear-inequalities.pdf"	"0"	"0"
"154"	"Concise Math Grade 10 - Exam Prep (ICSE)"	"MATH"	"2052"	"5"	"Chapter 5: Quadratic Equations"	"1"	"chapter-5-quadratic-equations.pdf"	"0"	"0"
"154"	"Concise Math Grade 10 - Exam Prep (ICSE)"	"MATH"	"2053"	"6"	"Chapter 6: Solving (Simple) Problems (Based on Quadratic Equations)"	"1"	"chapter-6-solving-simple-problems-based-on-quadratic-equations.pdf"	"0"	"0"
"154"	"Concise Math Grade 10 - Exam Prep (ICSE)"	"MATH"	"2054"	"7"	"Chapter 7: Ratio and Proportion (Including Properties and Uses)"	"1"	"chapter-7-ratio-and-proportion.pdf"	"0"	"0"
"154"	"Concise Math Grade 10 - Exam Prep (ICSE)"	"MATH"	"2055"	"8"	"Chapter 8: Remainder and Factor Theorems"	"1"	"chapter-8-remainder-and-factor-theorems.pdf"	"0"	"0"
"154"	"Concise Math Grade 10 - Exam Prep (ICSE)"	"MATH"	"2056"	"9"	"Chapter 9: Matrices"	"1"	"chapter-9-matrices.pdf"	"0"	"0"
"154"	"Concise Math Grade 10 - Exam Prep (ICSE)"	"MATH"	"2057"	"10"	"Chapter 10: Arithmetic Progression"	"1"	"chapter-10-arithmetic-progression.pdf"	"0"	"0"
"154"	"Concise Math Grade 10 - Exam Prep (ICSE)"	"MATH"	"2058"	"11"	"Chapter 11: Geometric Progression"	"1"	"chapter-11-geometric-progression.pdf"	"0"	"0"
"154"	"Concise Math Grade 10 - Exam Prep (ICSE)"	"MATH"	"2059"	"12"	"Chapter 12: Reflection (Coordinate Geometry)"	"1"	"chapter-12-reflection-coordinate-geometry.pdf"	"0"	"0"
"154"	"Concise Math Grade 10 - Exam Prep (ICSE)"	"MATH"	"2060"	"13"	"Chapter 13: Section and Mid-Point Formula"	"1"	"chapter-13-section-and-mid-point-formula.pdf"	"0"	"0"
"154"	"Concise Math Grade 10 - Exam Prep (ICSE)"	"MATH"	"2061"	"14"	"Chapter 14: Equation of a Line"	"1"	"chapter-14-equation-of-a-line.pdf"	"0"	"0"
"154"	"Concise Math Grade 10 - Exam Prep (ICSE)"	"MATH"	"2062"	"15"	"Chapter 15: Similarity (With Applications to Maps and Models)"	"1"	"chapter-15-similarity-with-applications-to-maps-and-models.pdf"	"0"	"0"
"154"	"Concise Math Grade 10 - Exam Prep (ICSE)"	"MATH"	"2063"	"16"	"Chapter 16: Loci (Locus and Its Constructions)"	"1"	"chapter-16-loci-locus-and-its-constructions.pdf"	"0"	"0"
"154"	"Concise Math Grade 10 - Exam Prep (ICSE)"	"MATH"	"2064"	"17"	"Chapter 17: Circles"	"1"	"chapter-17-circles.pdf"	"0"	"0"
"154"	"Concise Math Grade 10 - Exam Prep (ICSE)"	"MATH"	"2065"	"18"	"Chapter 18: Tangents and Intersecting Chords"	"1"	"chapter-18-tangents-and-intersecting-chords.pdf"	"0"	"0"
"154"	"Concise Math Grade 10 - Exam Prep (ICSE)"	"MATH"	"2066"	"19"	"Chapter 19: Constructions (Circles)"	"1"	"chapter-19-constructions-circles.pdf"	"0"	"0"
"154"	"Concise Math Grade 10 - Exam Prep (ICSE)"	"MATH"	"2067"	"20"	"Chapter 20: Cylinder, Cone and Sphere (Surface Area and Volume)"	"1"	"chapter-20-cylinder-cone-and-sphere-surface-area-and-volume.pdf"	"0"	"0"
"154"	"Concise Math Grade 10 - Exam Prep (ICSE)"	"MATH"	"2068"	"21"	"Chapter 21: Trigonometrical Identities"	"1"	"chapter-21-trigonometrical-identities.pdf"	"0"	"0"
"154"	"Concise Math Grade 10 - Exam Prep (ICSE)"	"MATH"	"2069"	"22"	"Chapter 22: Heights and Distances"	"1"	"chapter-22-heights-and-distances.pdf"	"0"	"0"
"154"	"Concise Math Grade 10 - Exam Prep (ICSE)"	"MATH"	"2070"	"23"	"Chapter 23: Graphical Representation (Histograms, Frequency Polygon and Ogives)"	"1"	"chapter-23-graphical-representation.pdf"	"0"	"0"
"154"	"Concise Math Grade 10 - Exam Prep (ICSE)"	"MATH"	"2071"	"24"	"Chapter 24: Measures of Central Tendency (Mean, Median, Quartiles and Mode)"	"1"	"chapter-24-measures-of-central-tendency.pdf"	"0"	"0"
"154"	"Concise Math Grade 10 - Exam Prep (ICSE)"	"MATH"	"2072"	"25"	"Chapter 25: Probability"	"1"	"chapter-25-probability.pdf"	"0"	"0"
"155"	"Concise Physics Grade 10 - Exam Prep (ICSE)"	"PHYSICS"	"2073"	"1"	"Chapter 1: Force"	"1"	"selina-class-10-physics-chapter-1-force.pdf"	"0"	"0"
"155"	"Concise Physics Grade 10 - Exam Prep (ICSE)"	"PHYSICS"	"2074"	"2"	"Chapter 2: Work, Energy and Power"	"1"	"selina-class-10-physics-chapter-2-work-energy-and-power.pdf"	"0"	"0"
"155"	"Concise Physics Grade 10 - Exam Prep (ICSE)"	"PHYSICS"	"2075"	"3"	"Chapter 3: Machines"	"1"	"selina-class-10-physics-chapter-3-machines.pdf"	"0"	"0"
"155"	"Concise Physics Grade 10 - Exam Prep (ICSE)"	"PHYSICS"	"2076"	"4"	"Chapter 4: Refraction of Light at Plane Surfaces"	"1"	"selina-class-10-physics-chapter-4-refraction-of-light-at-plane-surfaces.pdf"	"0"	"0"
"155"	"Concise Physics Grade 10 - Exam Prep (ICSE)"	"PHYSICS"	"2077"	"5"	"Chapter 5: Refraction Through a Lens"	"1"	"selina-class-10-physics-chapter-5-refraction-through-a-lens.pdf"	"0"	"0"
"155"	"Concise Physics Grade 10 - Exam Prep (ICSE)"	"PHYSICS"	"2078"	"6"	"Chapter 6: Spectrum"	"1"	"selina-class-10-physics-chapter-6-spectrum.pdf"	"0"	"0"
"155"	"Concise Physics Grade 10 - Exam Prep (ICSE)"	"PHYSICS"	"2079"	"7"	"Chapter 7: Sound"	"1"	"selina-class-10-physics-chapter-7-sound.pdf"	"0"	"0"
"155"	"Concise Physics Grade 10 - Exam Prep (ICSE)"	"PHYSICS"	"2080"	"8"	"Chapter 8: Current Electricity"	"1"	"selina-class-10-physics-chapter-8-current-electricity.pdf"	"0"	"0"
"155"	"Concise Physics Grade 10 - Exam Prep (ICSE)"	"PHYSICS"	"2081"	"9"	"Chapter 9: Household Circuits"	"1"	"selina-class-10-physics-chapter-9-household-circuits.pdf"	"0"	"0"
"155"	"Concise Physics Grade 10 - Exam Prep (ICSE)"	"PHYSICS"	"2082"	"10"	"Chapter 10: Electro-magnetism"	"1"	"selina-class-10-physics-chapter-10-electro-magnetism.pdf"	"0"	"0"
"155"	"Concise Physics Grade 10 - Exam Prep (ICSE)"	"PHYSICS"	"2083"	"11"	"Chapter 11: Calorimetry"	"1"	"selina-class-10-physics-chapter-11-calorimetry.pdf"	"0"	"0"
"155"	"Concise Physics Grade 10 - Exam Prep (ICSE)"	"PHYSICS"	"2084"	"12"	"Chapter 12: Radioactivity"	"1"	"selina-class-10-physics-chapter-12-radioactivity.pdf"	"0"	"0"
"47"	"ICSE Science Grade 5 - Exam Prep"	"SCIENCE"	"1104"	"1"	"Chapter 1: Human Body - The Circulatory System"	"1"	"1_human_body_circulatory_system.pdf"	"0"	"0"
"47"	"ICSE Science Grade 5 - Exam Prep"	"SCIENCE"	"1105"	"2"	"Chapter 2: Human Body - The Skeletal System"	"1"	"2_human_body_skeletal_system.pdf"	"0"	"0"
"47"	"ICSE Science Grade 5 - Exam Prep"	"SCIENCE"	"1106"	"3"	"Chapter 3: Food and Health"	"1"	"3_food_and_health.pdf"	"0"	"0"
"47"	"ICSE Science Grade 5 - Exam Prep"	"SCIENCE"	"1107"	"4"	"Chapter 4: Pollination"	"1"	"4_pollination.pdf"	"0"	"0"
"47"	"ICSE Science Grade 5 - Exam Prep"	"SCIENCE"	"1108"	"5"	"Chapter 5: Plant Reproduction"	"1"	"5_plant_reproduction.pdf"	"0"	"0"
"47"	"ICSE Science Grade 5 - Exam Prep"	"SCIENCE"	"1109"	"6"	"Chapter 6: Solids, Liquids and Gases"	"1"	"6_solids_liquids_and_gases.pdf"	"0"	"0"
"47"	"ICSE Science Grade 5 - Exam Prep"	"SCIENCE"	"1110"	"7"	"Chapter 7: Interdependence in Living Beings - Plants and Animals"	"1"	"7_interdependence_plants_and_animals.pdf"	"0"	"0"
"47"	"ICSE Science Grade 5 - Exam Prep"	"SCIENCE"	"1111"	"8"	"Chapter 8: Sound and Noise"	"1"	"8_sound_and_noise.pdf"	"0"	"0"
"47"	"ICSE Science Grade 5 - Exam Prep"	"SCIENCE"	"1112"	"9"	"Chapter 9: Work and Energy"	"1"	"9_work_and_energy.pdf"	"0"	"0"
"47"	"ICSE Science Grade 5 - Exam Prep"	"SCIENCE"	"1113"	"10"	"Chapter 10: Light and Shadows"	"1"	"10_light_and_shadows.pdf"	"0"	"0"
"47"	"ICSE Science Grade 5 - Exam Prep"	"SCIENCE"	"1114"	"11"	"Chapter 11: Simple Machines"	"1"	"11_simple_machines.pdf"	"0"	"0"
"47"	"ICSE Science Grade 5 - Exam Prep"	"SCIENCE"	"1115"	"12"	"Chapter 12: Cleanliness and Hygiene"	"1"	"12_cleanliness_and_hygiene.pdf"	"0"	"0"
